tweet_id,author_id,text,created_at,retweets,likes,sentiment,stock_mentions,hashtags,tweet_length,has_url
1865364775024382237,2299149200,@mudiiittt which pg of the book fenkubalatkari jumla partys fake degreeelectoral bond chor makkarshivaji statue breakerbutcher of gujratmaut k saudagar modi read 2 sell india 2 his langotiya yaar adani@incindia @aamaadmiparty @samajwadiparty @pawarspeaks @bjp4india @aitcofficial,2024-12-07 11:56:33+00:00,0,0,Negative,"adani, dii",None,279,0
1865364775003160871,1863527664100724737,@lovely201529 @cryptojack @toononsol bullish,2024-12-07 11:56:33+00:00,0,0,Neutral,bullish,None,44,0
1865364774432711088,1586046479415840772,@rogerreve10459 #cuba recuerda #undíacomohoy el aniversario 128 de la caída en combate del general antonio maceo el titán de bron,2024-12-07 11:56:33+00:00,2,0,Positive,None,"cuba, undíacomohoy",129,0
1865364774202032219,962709499432742912,@vedanjanam basic rules of financial astrology part 1 for mediumterm trends weeks to months see sun mars amp venus sun and ma,2024-12-07 11:56:33+00:00,25,0,Neutral,None,None,125,0
1865364773208006731,804824941715718144,@artscouncilni @uniatypical a titan,2024-12-07 11:56:33+00:00,0,0,Neutral,None,None,35,0
1865364772377509899,1863891307996835840,@mbilasl3 @runecrypto_ bag more hodl j9sxkctbzvws65vjbhl91mqstzq5an1xzxdi6a4h853o my main investment and retirement plan super bul,2024-12-07 11:56:33+00:00,8,0,Positive,None,None,130,0
1865364771895128175,1865364186844270592,@narendramodi i hate zomato,2024-12-07 11:56:33+00:00,0,0,Negative,None,None,27,0
1865364771790328311,1657337337779552258,@samhenrycrypto @archxtypex @wolf0x67 see if this is great saw and called because he was genuinely bullish on the project return isn,2024-12-07 11:56:33+00:00,1,0,Positive,bullish,None,132,0
1865364771668648392,59579573,are you still not bullish on boost @alphabotapp #alphabot,2024-12-07 11:56:33+00:00,0,0,Neutral,bullish,alphabot,57,0
1865364768841666622,1321060078175203328,@rajuparulekar न खत न बह अदन कह व सब सह adani gains 45835 crore thanks to modi government india is shackled by mod,2024-12-07 11:56:32+00:00,260,0,Positive,adani,None,114,0
1865364763888554166,1820429477337612288,@jumboblockchain breaking new heights jnftc hits 10 an incredible 10x surge in just 3 weeks since the ido the #bullish mom,2024-12-07 11:56:31+00:00,2581,0,Positive,bullish,bullish,122,0
1865364760834793870,1572353313852608512,popcat looks bullish with a bounce from strong daily support and an inverse hamps pattern on the 4h chart for more updates link in the bio doge #doge velo velo #coreum grt btc #iris litt #izumifinance,2024-12-07 11:56:30+00:00,0,0,Positive,bullish,"doge, coreum, iris, izumifinance",200,0
1865364759341933040,1638769157188751360,@titan_vipsensei パプルンッ,2024-12-07 11:56:30+00:00,0,0,Neutral,None,None,22,0
1865364758712439205,1303786361959268352,@bjp4india from 2023 until now occrp has published around 57 articles targeting adani while there are thousands of major corporatio,2024-12-07 11:56:29+00:00,500,0,Positive,adani,None,131,0
1865364758544748999,1863023299199901696,@thewillydefi @cryptoarena001 @sanxz_9 i am super bullish on #suimer_dog get your bags filled ca 0x75b81bc95dbe9944fd1165b9fcd529c54,2024-12-07 11:56:29+00:00,2,0,Positive,bullish,suimer_dog,132,0
1865364757831630918,1196942136668758025,@propfirmadvisrs @breakthroughcpt all done @simptrades @sheikhan_0 @titan_forex,2024-12-07 11:56:29+00:00,0,0,Neutral,None,None,79,0
1865364756011360687,4230668188,@otienowill what tribe is 1 sha 2 adani deal 3 finance bill 2024 4 university funding 5 falsehood 6 political gi,2024-12-07 11:56:29+00:00,4037,0,Neutral,adani,None,112,0
1865364755889684714,1859076564580700160,@creamonbase good morning cream frens cats rule everything around me stay bullish and have a great day we have so much co,2024-12-07 11:56:29+00:00,6,0,Positive,bullish,None,121,0
1865364752739754055,1491916508913713170,@thiagoizq2022 hoy cuba recuerda el aniversario 128 de la caída en combate del titán de bronce antonio maceo y su ayudante panchito gó,2024-12-07 11:56:28+00:00,42,0,Neutral,None,None,134,0
1865364752119005584,1865238628663758848,@gesturetaurus @regrets10x buy something truly bullish mate buy chonk and hodl 0x3aafee2d6f3d63cdb39704bab6be9099c3f2d3dc https,2024-12-07 11:56:28+00:00,24,0,Neutral,bullish,None,127,0
1865364750663549355,1804639778325024768,@swagdawwg @bobbyy_crypto @swagoneth @mogcoineth @willsoutlook @wilsonchen1101 @wyckoff_insider @neso bullish asap,2024-12-07 11:56:28+00:00,0,0,Neutral,bullish,None,114,0
1865364748184781194,1816801197552205829,@emrestrr @whaleeverything super bullish on this side pino pino has the best quality video animations look at their profile @pinoth,2024-12-07 11:56:27+00:00,4,0,Positive,bullish,None,131,0
1865364747157151863,1775577224944500736,@abassmo3 @movementlabsxyz @gorillamoverz @behemothbtc @desasic @network_surgeon @bullish_ness gmove,2024-12-07 11:56:27+00:00,0,0,Neutral,bullish,None,100,0
1865364747001987258,78362518,@withbharatjodo अडन क जमन दन क लए छततसगढ क bjp सरकर कटग 273 लख पड #adani #adanistock,2024-12-07 11:56:27+00:00,1,0,Neutral,adani,"adani, adanistock",84,0
1865364746876133492,1712922412524711937,@supedotcom @aibuzzing @waifubuzz ever bullish on super waifu,2024-12-07 11:56:27+00:00,0,0,Positive,bullish,None,61,0
1865364746439934023,1372282336650407938,@redpawonsolana @alexanderguru_ if youre not bullish on redpaw youre missing out this project is unstoppable,2024-12-07 11:56:27+00:00,0,0,Negative,bullish,None,108,0
1865364746427355225,422482188,@rajuparulekar न खत न बह अदन कह व सब सह adani gains 45835 crore thanks to modi government india is shackled by mod,2024-12-07 11:56:27+00:00,260,0,Positive,adani,None,114,0
1865364746314113215,1303786361959268352,@bjp4india the entire congress ecosystem was mobilized against adani with the party extensively using occrp reports to target adani p,2024-12-07 11:56:26+00:00,474,0,Neutral,adani,None,133,0
1865364745999745399,1351102105361248263,@rishibagree your telangana congress govt has signed 12000 crore mou with adani this year,2024-12-07 11:56:26+00:00,392,0,Neutral,adani,None,89,0
1865364745593004288,1582483083084775424,@befittingfacts george soros and rahul gandhu use same lines adani and modi are same india is facing attack on constitution india,2024-12-07 11:56:26+00:00,3,0,Neutral,adani,None,129,0
1865364745299382343,1634869608841887746,#pepe bullish,2024-12-07 11:56:26+00:00,0,0,Neutral,bullish,pepe,13,0
1865364744846053478,1740436796406935553,@thewire_in sec moves court linking adani fraud case to former azure directors bribery probe #unitedstates,2024-12-07 11:56:26+00:00,33,0,Negative,adani,unitedstates,106,0
1865364743709401567,3392495391,@skuullls bullish morning to you skullz,2024-12-07 11:56:26+00:00,0,0,Neutral,bullish,None,39,0
1865364741809418628,1852755199443558400,@minesarah049 @jr5_crypto bullish,2024-12-07 11:56:25+00:00,0,0,Neutral,bullish,None,33,0
1865364740593033343,1410603766051590149,@moneyhunter443 @seinetwork ever bullish on sei,2024-12-07 11:56:25+00:00,0,0,Neutral,bullish,None,47,0
1865364738995077212,1308889681950658560,7 de diciembre 1896 cae en combate el mayor general antonio maceo y grajales y el capitán francisco panchito gómez toro esto va bien fueron las últimas palabras de nuestro titán de bronce #sentirpinero #cubaviveensuhistoria #isladelajuventud,2024-12-07 11:56:25+00:00,0,0,Positive,None,"sentirpinero, cubaviveensuhistoria, isladelajuventud",241,0
1865364736461636077,1487108222045544448,@fronk_inu bullish on fronk,2024-12-07 11:56:24+00:00,0,0,Neutral,bullish,None,27,0
1865364735082045776,920035328794202112,@rovercrc christmas will be extremely bullish for #bitcoin,2024-12-07 11:56:24+00:00,511,0,Negative,bullish,bitcoin,58,0
1865364733206917222,2343420873,@incuttarpradesh adanis chaukidaar,2024-12-07 11:56:23+00:00,40,0,Neutral,adani,None,34,0
1865364733161062615,1854657876859518986,@unityhub23 xrps massive buyin is a clear sign big players are bullish,2024-12-07 11:56:23+00:00,0,0,Positive,bullish,None,70,0
1865364727808791018,1815811045581074432,@ajaykum54233465 @reliancepower @reliancegroup @anilambani sir your company reliance venture asset management company has invested in #,2024-12-07 11:56:22+00:00,80,0,Neutral,reliance,None,135,0
1865364726425026703,1429415411980767239,@realyanxin super bullish on @sign lfs 10000000,2024-12-07 11:56:22+00:00,0,0,Positive,bullish,None,47,0
1865364724931580190,1804096737126014976,@tomatoken_ ive always been bullish in this project nice,2024-12-07 11:56:21+00:00,0,0,Positive,bullish,None,56,0
1865364722565984468,229925640,@twlcommunity24 bhai nahi ho ga fall chota mota downside but over all its a bullish month,2024-12-07 11:56:21+00:00,0,0,Neutral,bullish,None,89,0
1865364722066858417,233137122,@rajuparulekar न खत न बह अदन कह व सब सह adani gains 45835 crore thanks to modi government india is shackled by mod,2024-12-07 11:56:21+00:00,260,0,Positive,adani,None,114,0
1865364721840328753,754766198,@otienowill what tribe is 1 sha 2 adani deal 3 finance bill 2024 4 university funding 5 falsehood 6 political gi,2024-12-07 11:56:21+00:00,4037,0,Neutral,adani,None,112,0
1865364721362158040,1856557051612176384,@youhodler feeling bullish,2024-12-07 11:56:21+00:00,0,0,Neutral,bullish,None,26,0
1865364721098010734,1174652737058955269,@avefnix21472140 maceo nos legó su coraje y su valor maceo nos enseñó que la independencia no se negocia su huella es una fortaleza p,2024-12-07 11:56:20+00:00,5,0,Neutral,None,None,133,0
1865364721064444042,1625602834249949193,@thedonofapes popdog is a #solana memecoin of the pop narrative dont fade bullish gem,2024-12-07 11:56:20+00:00,0,0,Neutral,bullish,solana,85,0
1865364720493998307,92045475,@andrewyang and we are back i will give my x earnings to someone who reposts this message and follows this account will pick a winn,2024-12-07 11:56:20+00:00,8350,0,Neutral,earnings,None,131,0
1865364720020013254,1864777507649564672,@rea_amir @mrbigwhalereal with earnings on the rise punch is gaining serious momentum the potential is undeniable this is your chance to get in early,2024-12-07 11:56:20+00:00,0,0,Negative,earnings,None,149,0
1865364719466647782,771755576338489344,@iyervval at this point there is more evidence connecting rahul gandhi to the us state department and soros than there ever was of 1 a,2024-12-07 11:56:20+00:00,845,0,Positive,None,None,134,0
1865364718627459301,1836093675488890880,@catacombton @zenithton @claytononton @sadmeowmp3 @poveldurev @redotoken @ton_blockchain lets bullish it,2024-12-07 11:56:20+00:00,0,0,Neutral,bullish,None,104,0
1865364718149660985,1333979254002880512,@ajaykum54233465 @reliancepower @reliancegroup @anilambani sir your company reliance venture asset management company has invested in #,2024-12-07 11:56:20+00:00,80,0,Neutral,reliance,None,135,0
1865364715729289643,1793276326482255872,@brunorguezp en el 128 aniversario de la caída en combate de antonio maceo grajales reafirmamos que en #cuba no habrá un nuevo zanjón,2024-12-07 11:56:19+00:00,15,0,Neutral,None,cuba,133,0
1865364714320023665,1855498917565325312,@degenlifer market will be rock bullish,2024-12-07 11:56:19+00:00,0,0,Neutral,bullish,None,39,0
1865364713153896933,1096447158960697344,@engi1monasser bullish af,2024-12-07 11:56:19+00:00,0,0,Neutral,bullish,None,25,0
1865364711878848828,2443821374,@rahulgandhi you are a failure you lost 89 elections so far what happened in haryana and maharashtra would be repeated everywhere gst is one of the best reform undertaken by modi govt you have been picking up all wrong issues like rafael pegasus modi chor hai and now adani,2024-12-07 11:56:18+00:00,0,0,Positive,adani,None,273,0
1865364710268256498,1098927112206073856,el simbolismo indeleble de antonio maceo es paradigma para los cubanos hoy y siempre continuamos fieles a la decisión de defender lo alcanzado por nuestra revolución inspirados en el permanente ejemplo del titán de bronce #cuba #cubaviveensuhistoria,2024-12-07 11:56:18+00:00,0,0,Neutral,None,"cuba, cubaviveensuhistoria",249,0
1865364708980642296,1586394634183446534,@e_n_z_0o @cb_doge super bullish on rot,2024-12-07 11:56:18+00:00,0,0,Positive,bullish,None,39,0
1865364708057907205,1862067337836261376,@ilaydaagri @martiniguyyt @brettness_og #brettness is looking super bullish,2024-12-07 11:56:17+00:00,0,0,Positive,bullish,brettness,75,0
1865364706409709735,1647938045730238464,@valarantai can koichi survive caiuss titan dick #aiart #aiイケメン部 #aiイラスト #bl #yaoi #gay #nsfw #r18 #caius #kouichi #thetitansbride h,2024-12-07 11:56:17+00:00,195,0,Positive,None,"aiart, aiイケメン部, aiイラスト, bl, yaoi, gay, nsfw, r18, caius, kouichi, thetitansbride",132,0
1865364705197293919,2822336424,@rishibagree your telangana congress govt has signed 12000 crore mou with adani this year,2024-12-07 11:56:17+00:00,392,0,Neutral,adani,None,89,0
1865364703876133357,1863744287101341697,@zenayushx @levisnft bullish,2024-12-07 11:56:16+00:00,0,0,Neutral,bullish,None,28,0
1865364702911447137,1321060078175203328,@rajuparulekar international fugtive 1 usa indicted gautam adani and also issued arrest warrant against him 2 kenya thre,2024-12-07 11:56:16+00:00,169,0,Negative,adani,None,120,0
1865364702462918798,1839219783923068928,solsanta live now ca 8tfv79j2kd2cp2tboidz1gnmatbkn3jnjenjqavspump chart #solanasanta #solsanta #santa #meme #memecoin #memes #solana #sol #tranding #pumpfun #moon #bullish,2024-12-07 11:56:16+00:00,0,1,Positive,bullish,"solanasanta, solsanta, santa, meme, memecoin, memes, solana, sol, tranding, pumpfun, moon, bullish",171,0
1865364701959569710,1478327032773689344,@lilybrodi cardano is not a cult were just so bullish ada,2024-12-07 11:56:16+00:00,112,0,Neutral,bullish,None,57,0
1865364700399026522,70933063,@stocksavvyshay zs q1 earnings update sales 628m vs est 606m eps 077 vs est 063 fcf 291m vs est 211m billings,2024-12-07 11:56:16+00:00,22,0,Neutral,earnings,None,109,0
1865364699367587883,761154442628444160,luxury apartment ಬಗಳರನಲಲ 2ನ ಫಲಟ ಖರದಸದ ಇನಫಸಸ ನರಯಣಮರತ 50 ಕಟಯ ಈ ಬಗಲ ವಶಷತ ಏನ #laxuryapartment #infosys #narayanamurthy,2024-12-07 11:56:15+00:00,0,0,Neutral,infosys,"laxuryapartment, infosys, narayanamurthy",114,0
1865364695995052495,1865364186844270592,@narendramodi zomato deliver wrong food,2024-12-07 11:56:14+00:00,0,0,Negative,None,None,39,0
1865364695722385789,1805275548291100675,@priscilaonsol bullish on this project i have some valuable ideas to share with you to take this to the moon lets get in touch,2024-12-07 11:56:14+00:00,0,0,Neutral,bullish,None,126,0
1865364694623572026,1602178304576000000,@e_n_z_0o @cb_doge bullish asf,2024-12-07 11:56:14+00:00,0,0,Neutral,bullish,None,30,0
1865364690945327421,1793005472171036673,@thewillydefi @cryptoarena001 @sanxz_9 i am super bullish on #suimer_dog get your bags filled ca 0x75b81bc95dbe9944fd1165b9fcd529c54,2024-12-07 11:56:13+00:00,2,0,Positive,bullish,suimer_dog,132,0
1865364690211131577,1816167496216399872,@nukcognito breaking grok token has hit a new ath in holders it is nearly 4x away from all time high market cap but strength growth,2024-12-07 11:56:13+00:00,16,0,Positive,None,None,131,0
1865364688483008559,1174652737058955269,@izquierdapinera un día como hoy pero de 1896 caen en combate el mayor general antonio maceo y grajales y el capitán francisco p,2024-12-07 11:56:13+00:00,17,0,Positive,None,None,128,0
1865364688042594805,378830038,@celesweb3 bullish comments across the board,2024-12-07 11:56:13+00:00,0,0,Neutral,bullish,None,44,0
1865364686855610515,1652558551800332288,@mbilasl3 @runecrypto_ bag more hodl j9sxkctbzvws65vjbhl91mqstzq5an1xzxdi6a4h853o my main investment and retirement plan super bul,2024-12-07 11:56:12+00:00,8,0,Positive,None,None,130,0
