timestamp,text,sentiment,stock_mentions,source,hour_of_day,day_of_week,is_market_open
2024-12-06 04:07:15+00:00,hero zero index option lovers ❤️❤️ buy nifty 24800 ce above 170 trg 240-320-450 sl paid,Neutral,nifty,Telegram,4,Friday,0
2024-12-06 04:07:15+00:00,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 250 trg 350-450 sl paid,Neutral,None,Telegram,4,Friday,0
2024-12-06 04:07:15+00:00,future lovers ❤️❤️ buy dlf future above 850 trg 865-880 sl paid,Neutral,None,Telegram,4,Friday,0
2024-12-06 04:07:15+00:00,index option lovers ❤️❤️ buy banknifty 53700 ce above 750 trg 900-1100-1300 sl paid,Neutral,nifty,Telegram,4,Friday,0
2024-12-06 04:07:15+00:00,good morning,Positive,None,Telegram,4,Friday,0
2024-12-05 11:58:32+00:00,"#__ ⭐️ ✔️ & ️ ☄️ : / + -% & ⭐️, , , , upstox all ☄️☄️☄️☄️☄️",Negative,None,Telegram,11,Thursday,1
2024-12-05 09:46:06+00:00,pure hero zero index option lovers ❤️❤️ buy nifty 24450 ce above 75 trg 150-220-300 sl paid trg 1 -- 170 trg 2 -- 220 high -- 280 2.10l++ profit running on just 1000 quantities can see investment more then triple in single trade,Positive,nifty,Telegram,9,Thursday,1
2024-12-05 09:44:36+00:00,pure hero zero index option lovers ❤️❤️ buy nifty 24450 ce above 75 trg 150-220-300 sl paid trg 1 -- 170 trg 2 -- 220 high -- 260 1.85l++ profit running on just 1000 quantities can see investment more then triple in single trade,Positive,nifty,Telegram,9,Thursday,1
2024-12-05 09:33:27+00:00,pure hero zero index option lovers ❤️❤️ buy nifty 24450 ce above 75 trg 150-220-300 sl paid update 1 -- 110 trg 1 -- 150 high -- 190 1.15l++ profit running on just 1000 quantities can see investment more then double in single trade,Positive,nifty,Telegram,9,Thursday,1
2024-12-05 09:31:41+00:00,pure hero zero index option lovers ❤️❤️ buy nifty 24450 ce above 75 trg 150-220-300 sl paid update 1 -- 110 trg 1 -- 150 high -- 170 95k++ profit running on just 1000 quantities can see investment more then double in single trade,Positive,nifty,Telegram,9,Thursday,1
2024-12-05 09:27:02+00:00,index option lovers ❤️❤️ buy nifty 24500 ce above 90 trg 160-230-300 sl paid trg 1 -- 160 trg 2 -- 230 trg 3 -- 300 high -- 384 all trg hit can book full 2.1l++ profit on just 1000 quantity can see investment more then triple in single trade,Positive,nifty,Telegram,9,Thursday,1
2024-12-05 09:27:01+00:00,index option lovers ❤️❤️ buy nifty 24300 ce above 150 trg 200-330-450 sl 75 trg 1 -- 200 trg 2 -- 330 trg 3 -- 450 high -- 583 all trg hit can book full 3l++ profit on just 1000 quantity can see investment triple in single trade,Positive,nifty,Telegram,9,Thursday,1
2024-12-05 09:27:01+00:00,index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 450-650-750 sl paid trg 1 -- 450 trg 2 -- 650 high -- 681 3.8l++ profit running on just 1000 quantity can see investment more then double in single trade,Positive,nifty,Telegram,9,Thursday,1
2024-12-05 09:27:01+00:00,index option lovers ❤️❤️ buy banknifty 53500 ce above 710 trg 860-990-1150 sl paid trg 1 -- 860 trg 2 -- 990 high -- 1050 3.4l++ profit running on just 1000 quantity can see investment almost double in single trade,Positive,nifty,Telegram,9,Thursday,1
2024-12-05 09:27:01+00:00,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 185 trg 250-320 sl paid update 1 -- 215 trg 1 -- 250 high -- 271.75 safe traders can book rest trailing sl ✅,Positive,None,Telegram,9,Thursday,1
2024-12-05 08:59:33+00:00,with refund challenge new nifty expiry hero zero trade giving in paid channel risk 4k & profit 40k ready,Positive,nifty,Telegram,8,Thursday,0
2024-12-05 08:59:33+00:00,index option lovers ❤️❤️ buy nifty 24500 ce above 90 trg 160-230-300 sl paid trg 1 -- 160 trg 2 -- 230 trg 3 -- 300 high -- 307.40 all trg hit can book full 2.1l++ profit on just 1000 quantity can see investment more then triple in single trade,Positive,nifty,Telegram,8,Thursday,0
2024-12-05 08:59:33+00:00,index option lovers ❤️❤️ buy nifty 24300 ce above 150 trg 200-330-450 sl 75 trg 1 -- 200 trg 2 -- 330 trg 3 -- 450 high -- 492 all trg hit can book full 3l++ profit on just 1000 quantity can see investment triple in single trade,Positive,nifty,Telegram,8,Thursday,0
2024-12-05 08:45:51+00:00,index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 450-650-750 sl paid update 1 -- 380 trg 1 -- 450 high -- 588 2.88l++ profit running on just 1000 quantity can see investment almost double in single trade,Positive,nifty,Telegram,8,Thursday,0
2024-12-05 07:00:28+00:00,index option lovers ❤️❤️ buy nifty 24500 ce above 90 trg 160-230-300 sl paid trg 1 -- 160 trg 2 -- 230 high -- 247 1.5l++ profit running on just 1000 quantity can see investment almost triple in single trade,Positive,nifty,Telegram,7,Thursday,0
2024-12-05 06:58:54+00:00,index option lovers ❤️❤️ buy nifty 24300 ce above 150 trg 200-330-450 sl 75 trg 1 -- 200 trg 2 -- 330 high -- 401 2.51l++ profit running on just 1000 quantity can see investment almost triple in single trade,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:57:34+00:00,index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 450-650-750 sl paid update 1 -- 380 trg 1 -- 450 high -- 485 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:56:53+00:00,index option lovers ❤️❤️ buy banknifty 53500 ce above 710 trg 860-990-1150 sl paid update 1 -- 790 trg 1 -- 860 high -- 972 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:56:07+00:00,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 185 trg 250-320 sl paid update 1 -- 210 safe traders can book rest trailing sl ✅,Positive,None,Telegram,6,Thursday,0
2024-12-05 06:42:52+00:00,index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 450-650-750 sl paid update 1 -- 340 update 2 -- 400 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:42:52+00:00,future lovers ❤️❤️ buy dlf future above 849 trg 865-880 sl paid update 1 -- 853 update 2 -- 856 safe traders can book rest trailing sl ✅,Positive,None,Telegram,6,Thursday,0
2024-12-05 06:41:30+00:00,index option lovers ❤️❤️ buy banknifty 53500 ce above 710 trg 860-990-1150 sl paid update 1 -- 770 update 2 -- 810 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:39:12+00:00,index option lovers ❤️❤️ buy nifty 24300 ce above 150 trg 200-330-450 sl 75,Neutral,nifty,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,index option lovers ❤️❤️ buy nifty 24500 ce above 90 trg 160-230-300 sl paid update 1 -- 120 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,index option lovers ❤️❤️ buy nifty 24500 ce above 90 trg 160-230-300 sl paid,Neutral,nifty,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,with refund challenge new nifty expiry hero zero trade giving in paid channel risk 4k & profit 40k ready,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,index option lovers ❤️❤️ buy banknifty 53500 ce above 710 trg 860-990-1150 sl paid update 1 -- 770 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,future lovers ❤️❤️ buy dlf future above 849 trg 865-880 sl paid update 1 -- 853 safe traders can book rest trailing sl ✅,Positive,None,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 450-650-750 sl paid update 1 -- 340 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,upper bale trade lelo mornig me he quick paisa ban jaygab,Positive,None,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,index option lovers ❤️❤️ buy banknifty 53500 ce above 710 trg 860-990-1150 sl paid,Neutral,nifty,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 185 trg 250-320 sl paid,Neutral,None,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,future lovers ❤️❤️ buy dlf future above 849 trg 865-880 sl paid,Neutral,None,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 450-650-750 sl paid,Neutral,nifty,Telegram,6,Thursday,0
2024-12-05 06:05:47+00:00,good morning,Positive,None,Telegram,6,Thursday,0
2024-12-04 12:56:38+00:00,"#__ ⭐️ ✔️ & ️ ☄️ : / + -% & ⭐️, , , , upstox all ☄️☄️☄️☄️☄️",Negative,None,Telegram,12,Wednesday,1
2024-12-04 10:55:55+00:00,with refund challenge new hero zero trade giving with 4k risk & 40k profit ready pay now get entry levels now,Positive,None,Telegram,10,Wednesday,1
2024-12-04 08:21:48+00:00,index option lovers ❤️❤️ buy banknifty 53000 ce above 700 trg 850-990-1100 sl paid trg 1 -- 850 trg 2 -- 990 high -- 1044 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,8,Wednesday,0
2024-12-04 08:21:48+00:00,with refund challenge new hero zero trade giving with 4k risk & 40k profit ready pay now get entry levels now,Positive,None,Telegram,8,Wednesday,0
2024-12-04 08:08:20+00:00,hero zero index option lovers ❤️❤️ buy nifty 24300 ce above 165 trg 240-330-400 sl 100 update 1 -- 200 trg 1 -- 240 high -- 275 1.1l++ profit running on just 1000 quantity can see investment almost double in single trade,Positive,nifty,Telegram,8,Wednesday,0
2024-12-04 06:42:42+00:00,hero zero index option lovers ❤️❤️ buy nifty 24300 ce above 165 trg 240-330-400 sl 100 update 1 -- 190 update 2 -- 220 high -- 233 68k++ profit running on just 1000 quantity can see investment growing faster,Positive,nifty,Telegram,6,Wednesday,0
2024-12-04 06:42:42+00:00,hero zero index option lovers ❤️❤️ buy nifty 24300 ce above 165 trg 240-330-400 sl 100,Neutral,nifty,Telegram,6,Wednesday,0
2024-12-04 05:38:14+00:00,with refund challange new hero zero trade giving with 4k risk & 40k profit ready pay now get entry levels now,Positive,None,Telegram,5,Wednesday,0
2024-12-04 05:38:14+00:00,index option lovers ❤️❤️ buy banknifty 53000 ce above 700 trg 850-990-1100 sl paid update 1 -- 750 trg 1 -- 850 high -- 949.15 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,5,Wednesday,0
2024-12-04 04:47:57+00:00,index option lovers ❤️❤️ buy banknifty 53000 ce above 700 trg 850-990-1100 sl paid update 1 -- 750 trg 1 -- 850 high -- 915 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Wednesday,0
2024-12-04 04:47:43+00:00,hero zero index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 500-700 sl paid update 1 -- 340 update 2 -- 380 high -- 393.90 93k++ profit running on just 1000 quantity can see investment growing faster,Positive,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,index option lovers ❤️❤️ buy banknifty 53000 ce above 700 trg 850-990-1100 sl paid update 1 -- 750 trg 1 -- 850 high -- 890 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 270 trg 350-450 sl paid update 1 -- 290 update 2 -- 315 high -- 327 safe traders can book rest trailing sl ✅,Positive,None,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,with refund challange new hero zero trade giving with 4k risk & 40k profit ready pay now get entry levels now,Positive,None,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,index option lovers ❤️❤️ buy banknifty 53000 ce above 700 trg 850-990-1100 sl paid update 1 -- 750 update 2 -- 800 high -- 841 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,hero zero index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 500-700 sl paid update 1 -- 340 update 2 -- 380 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,index option lovers ❤️❤️ buy banknifty 53000 ce above 700 trg 850-990-1100 sl paid update 1 -- 750 update 2 -- 800 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 270 trg 350-450 sl paid update 1 -- 290 update 2 -- 315 safe traders can book rest trailing sl ✅,Positive,None,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,hero zero index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 500-700 sl paid update 1 -- 340 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 270 trg 350-450 sl paid update 1 -- 290 safe traders can book rest trailing sl ✅,Positive,None,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,future lovers ❤️❤️ buy dlf future above 852 trg 865-880 sl paid update 1 -- 855 safe traders can book rest trailing sl ✅,Positive,None,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,index option lovers ❤️❤️ buy banknifty 53000 ce above 700 trg 850-990-1100 sl paid update 1 -- 750 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:08+00:00,upper bale trade lelo abhi bhi muka hai bada paisa ban jayga,Neutral,None,Telegram,4,Wednesday,0
2024-12-04 04:38:07+00:00,hero zero index option lovers ❤️❤️ buy nifty 24200 ce above 300 trg 500-700 sl paid,Neutral,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:07+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 270 trg 350-450 sl paid,Neutral,None,Telegram,4,Wednesday,0
2024-12-04 04:38:07+00:00,future lovers ❤️❤️ buy dlf future above 852 trg 865-880 sl paid,Neutral,None,Telegram,4,Wednesday,0
2024-12-04 04:38:07+00:00,index option lovers ❤️❤️ buy banknifty 53000 ce above 700 trg 850-990-1100 sl paid,Neutral,nifty,Telegram,4,Wednesday,0
2024-12-04 04:38:07+00:00,good morning,Positive,None,Telegram,4,Wednesday,0
2024-12-03 07:57:17+00:00,"today's best offer bitcoins double money paytm//google pay/phonepe doubling ₹3000/- and get ₹ 10,000/- ₹5000/- and get ₹ 20,000/- ₹10000/- and get ₹30,000/- ₹15000/- and get ₹45,000/- ₹20000/- and get ₹60,000/- ₹30000/- and get ₹90,000/- ₹50000/- and get ₹1.5 lac... money will be credited in your account under 30-45 minutes.",Positive,None,Telegram,7,Tuesday,0
2024-12-03 07:56:44+00:00,congratulations payment done ✅ today all investors' payments have been returned with good profits. shared some screenshots.✅✅ invest start now *❤️,Positive,None,Telegram,7,Tuesday,0
2024-12-03 07:56:38+00:00,✔️,Neutral,None,Telegram,7,Tuesday,0
2024-12-03 07:56:37+00:00,*❤️,Neutral,None,Telegram,7,Tuesday,0
2024-12-03 07:56:36+00:00,*❤️,Neutral,None,Telegram,7,Tuesday,0
2024-12-03 07:56:35+00:00,*❤️,Neutral,None,Telegram,7,Tuesday,0
2024-12-03 07:55:55+00:00,with fees refund challenge new trade giving in paid channel pay now & get entry levels,Positive,None,Telegram,7,Tuesday,0
2024-12-03 06:20:48+00:00,hero zero index option lovers ❤️❤️ buy nifty 24000 ce above 370 trg 500-650-800 sl paid update 1 -- 400 update 2 -- 440 high -- 482 1l++ profit running on just 1000 quantity can see investment growing faster,Positive,nifty,Telegram,6,Tuesday,0
2024-12-03 06:20:48+00:00,index option lovers ❤️❤️ buy banknifty 52800 ce above 670 trg 800-960-1130 sl paid update 1 -- 740 trg 1 -- 800 high -- 849 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Tuesday,0
2024-12-03 06:20:48+00:00,with fees refund challenge new trade giving in paid channel pay now & get entry levels,Positive,None,Telegram,6,Tuesday,0
2024-12-03 06:20:48+00:00,hero zero index option lovers ❤️❤️ buy nifty 24000 ce above 370 trg 500-650-800 sl paid update 1 -- 400 update 2 -- 440 high -- 465 70k++ profit running on just 1000 quantity can see investment growing faster,Positive,nifty,Telegram,6,Tuesday,0
2024-12-03 06:20:48+00:00,index option lovers ❤️❤️ buy banknifty 52800 ce above 670 trg 800-960-1130 sl paid update 1 -- 740 trg 1 -- 800 high -- 814 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Tuesday,0
2024-12-03 06:20:48+00:00,hero zero index option lovers ❤️❤️ buy nifty 24000 ce above 370 trg 500-650-800 sl paid update 1 -- 400 update 2 -- 440 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,6,Tuesday,0
2024-12-03 04:53:32+00:00,new hero zero trade giving with 4k risk & 40k profit ready pay now get entry levels,Positive,None,Telegram,4,Tuesday,0
2024-12-03 04:53:32+00:00,index option lovers ❤️❤️ buy banknifty 52800 ce above 670 trg 800-960-1130 sl paid update 1 -- 720 update 2 -- 750 high -- 785 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Tuesday,0
2024-12-03 04:53:32+00:00,hero zero index option lovers ❤️❤️ buy nifty 24000 ce above 370 trg 500-650-800 sl paid update 1 -- 400 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Tuesday,0
2024-12-03 04:53:32+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 280 trg 360-470 sl paid update 1 -- 300 update 2 -- 316 safe traders can book rest trailing sl ✅,Positive,None,Telegram,4,Tuesday,0
2024-12-03 04:53:32+00:00,index option lovers ❤️❤️ buy banknifty 52800 ce above 670 trg 800-960-1130 sl paid update 1 -- 720 update 2 -- 750 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Tuesday,0
2024-12-03 04:53:32+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 280 trg 360-470 sl paid update 1 -- 300 safe traders can book rest trailing sl ✅,Positive,None,Telegram,4,Tuesday,0
2024-12-03 04:53:31+00:00,index option lovers ❤️❤️ buy banknifty 52800 ce above 670 trg 800-960-1130 sl paid update 1 -- 720 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Tuesday,0
2024-12-03 04:53:31+00:00,upper bale trade lelo abhi muka hai bada paisa ban jayga,Neutral,None,Telegram,4,Tuesday,0
2024-12-03 04:53:31+00:00,hero zero index option lovers ❤️❤️ buy nifty 24000 ce above 370 trg 500-650-800 sl paid,Neutral,nifty,Telegram,4,Tuesday,0
2024-12-03 04:53:31+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 280 trg 360-470 sl paid,Neutral,None,Telegram,4,Tuesday,0
2024-12-03 04:53:31+00:00,future lovers ❤️❤️ buy dlf future above 856 trg 872-890 sl paid,Neutral,None,Telegram,4,Tuesday,0
2024-12-03 04:53:31+00:00,index option lovers ❤️❤️ buy banknifty 52800 ce above 670 trg 800-960-1130 sl paid,Neutral,nifty,Telegram,4,Tuesday,0
2024-12-03 04:53:31+00:00,paid members already started getting calls,Neutral,None,Telegram,4,Tuesday,0
2024-12-03 04:53:31+00:00,good morning,Positive,None,Telegram,4,Tuesday,0
2024-12-02 18:18:43+00:00,all members please join this link quickly.,Positive,None,Telegram,18,Monday,0
2024-12-02 08:08:55+00:00,"today's best offer bitcoins double money paytm//google pay/phonepe doubling ₹3000/- and get ₹ 10,000/- ₹5000/- and get ₹ 20,000/- ₹10000/- and get ₹30,000/- ₹15000/- and get ₹45,000/- ₹20000/- and get ₹60,000/- ₹30000/- and get ₹90,000/- ₹50000/- and get ₹1.5 lac... money will be credited in your account under 30-45 minutes.",Positive,None,Telegram,8,Monday,0
2024-12-02 08:08:55+00:00,new joining start,Positive,None,Telegram,8,Monday,0
2024-12-02 08:08:00+00:00,future lovers ❤️❤️ buy dlf future above 827 trg 840-850 sl paid update 1 -- 833 trg 1 -- 840 high -- 843 safe traders can book rest trailing sl ✅,Positive,None,Telegram,8,Monday,0
2024-12-02 08:08:00+00:00,new hero zero trade giving in paid channel risk 4k & profit 40k ready pay now get entry levels & enjoy trades,Positive,None,Telegram,8,Monday,0
2024-12-02 08:08:00+00:00,hero zero index option lovers ❤️❤️ buy nifty 23950 ce above 265 trg 300-500-600 sl 160 update 1 -- 285 trg 1 -- 300 high -- 354 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,8,Monday,0
2024-12-02 08:07:59+00:00,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 260 trg 380-500-600 sl paid update 1 -- 320 trg 1 -- 380 high -- 394 1.3l++ profit running on just 1000 quantity can see investment growing faster,Positive,nifty,Telegram,8,Monday,0
2024-12-02 08:07:59+00:00,future lovers ❤️❤️ buy dlf future above 827 trg 840-850 sl paid update 1 -- 831 update 2 -- 835.95 high -- 837.30 safe traders can book rest trailing sl ✅,Positive,None,Telegram,8,Monday,0
2024-12-02 08:07:59+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 200 trg 300-400 sl paid update 1 -- 230 safe traders can book rest trailing sl ✅,Positive,None,Telegram,8,Monday,0
2024-12-02 08:07:59+00:00,hero zero index option lovers ❤️❤️ buy nifty 23950 ce above 265 trg 300-500-600 sl 160 update 1 -- 285 trg 1 -- 300 high -- 324 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,8,Monday,0
2024-12-02 08:07:59+00:00,hero zero index option lovers ❤️❤️ buy nifty 23950 ce above 265 trg 300-500-600 sl 160,Neutral,nifty,Telegram,8,Monday,0
2024-12-02 05:49:55+00:00,some more smart traders join our paid services those want to join message here,Positive,None,Telegram,5,Monday,0
2024-12-02 05:49:00+00:00,new hero zero trade giving in paid channel risk 4k & profit 40k ready pay now get entry levels & enjoy trades,Positive,None,Telegram,5,Monday,0
2024-12-02 04:49:29+00:00,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 260 trg 380-500-600 sl paid update 1 -- 300 update 2 -- 340 high -- 372 1.3l++ profit running on just 1000 quantity can see investment growing faster,Positive,nifty,Telegram,4,Monday,0
2024-12-02 04:49:29+00:00,future lovers ❤️❤️ buy dlf future above 827 trg 840-850 sl paid update 1 -- 831 update 2 -- 835.95 safe traders can book rest trailing sl ✅,Positive,None,Telegram,4,Monday,0
2024-12-02 04:49:29+00:00,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 260 trg 380-500-600 sl paid update 1 -- 300 update 2 -- 340 80k++ profit running on just 1000 quantity can see investment growing faster,Neutral,nifty,Telegram,4,Monday,0
2024-12-02 04:49:29+00:00,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 260 trg 380-500-600 sl paid update 1 -- 300 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Monday,0
2024-12-02 04:49:29+00:00,future lovers ❤️❤️ buy dlf future above 827 trg 840-850 sl paid update 1 -- 831 safe traders can book rest trailing sl ✅,Positive,None,Telegram,4,Monday,0
2024-12-02 04:49:29+00:00,index option lovers ❤️❤️ buy banknifty 52500 ce above 620 trg 800-1000 sl paid update 1 -- 670 safe traders can book rest trailing sl ✅,Positive,nifty,Telegram,4,Monday,0
2024-12-02 04:49:29+00:00,upper bale trade lelo abhi bhi bada paisa ban jayga,Neutral,None,Telegram,4,Monday,0
2024-12-02 04:49:29+00:00,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 260 trg 380-500-600 sl paid,Neutral,nifty,Telegram,4,Monday,0
2024-12-02 04:49:29+00:00,stock option lovers ❤️❤️ buy bajfinance 6500 ce above 200 trg 300-400 sl paid,Neutral,None,Telegram,4,Monday,0
2024-12-02 04:49:28+00:00,future lovers ❤️❤️ buy dlf future above 827 trg 840-850 sl paid,Neutral,None,Telegram,4,Monday,0
